事前健全度　事後健全度　点検間隔　グループ　説明変数（x2,x3）
4	4	0.94247	718	0.00184	0.00357
3	3	1.99452	192	0.284	0.03021
4	4	0.56712	121	0.30918	0.01103
1	3	1.78904	908	0.1433	0.00367
3	3	1.25753	762	0.03486	0.12419
3	4	1.83562	1389	0.14965	0.01734
3	3	1.44384	400	0.25301	0.00554
1	2	1.80548	1226	0.02021	0.0116
5	5	1.18356	745	0.00375	0.00305
3	4	1.82466	331	0.25603	0.01587
2	2	2.03562	528	0.00091	0.00878
3	4	1.33699	539	0.40132	0.00647
4	4	2.2137	193	0.3565	0.01543
3	3	0.79726	488	0.00625	0.00382
4	4	1.95068	1362	0.38444	0.00106
4	4	0.89589	1346	0.54885	0.00474
4	4	0.6411	1315	0.49253	0.00692
3	3	1.87945	1382	0.38303	0.00085
2	3	1.83836	908	0.1433	0.00367
3	3	2.18082	725	0.48787	0.34171
4	4	0.56712	121	0.30918	0.01103
2	3	2.16712	1124	0.00735	0.004
3	3	1.82192	5	0.00036	0.01262
4	4	1.85753	1230	0.01029	0.00188
3	4	1.87945	1236	0.00184	0.0061
3	3	1.49863	81	0.25301	0.00599
4	5	2.12877	1165	0.44506	0.00332
3	3	1.21096	494	0.17222	0.14152
4	4	2.11507	1376	0	0.00092
5	5	1.06849	943	0.00735	0.00484
4	4	1.16438	929	0.0362	0.0061
2	2	0.92877	1387	0.14965	0.00908
6	6	1.26027	721	0.4899	0.0031
6	6	0.86301	1421	0.00535	0.00448
4	5	0.84384	204	0.42697	0.01364
6	6	2.2137	382	0.61965	0.04639
4	4	1.34247	1075	0.00338	0.00339
3	3	2.21644	1257	0.05401	1
3	3	2.00274	1297	0.41242	0.00213
4	4	1.18904	653	0.07153	0.01048
2	2	1.90685	1070	0.02572	0.00477
4	4	1.87945	201	0.01663	0.00997
4	4	1.93425	493	0.47615	0.01151
2	2	2.01918	1275	0	0.00305
4	4	1.30685	760	0.10765	0.41871
3	3	0.92603	200	0	0.0013
4	4	1.3726	121	0.30918	0.01103
1	1	2.06849	1405	0.57829	0.00204
3	4	1.91507	869	0.04926	0.00549
2	3	1.63562	1467	0.00367	0.00159
4	4	1.38904	116	0.05014	0.00982
3	3	0.75616	1295	0.41242	0.00239
4	4	1.32055	722	0.00105	0.00293
2	3	0.84384	204	0.42697	0.01364
4	4	2.18082	729	0.57801	0.18224
3	4	1.63014	1362	0.38444	0.00106
2	2	1.48493	204	0.42697	0.01364
3	3	2.01096	1443	0.03013	0.00794
2	2	1.75068	1381	0.43342	0.00209
4	4	1.67671	1189	0.20577	0.00351
3	3	1.9863	1257	0.05401	1
3	3	1.92055	1168	0.19879	0.00053
4	5	2.30959	729	0.57801	0.18224
3	4	0.88219	539	0.40132	0.00647
4	4	2.0137	1191	0.42697	0.87235
5	5	1.88493	848	0.05245	0.01933
3	3	1.59452	715	0.43583	0.00814
4	4	1.98904	1337	0.30913	0.00888
3	3	1.4	118	0.02988	0.00704
2	2	2.0137	1464	0.61423	0.00206
5	5	1.08493	80	0.20099	0.00852
4	4	1.32055	722	0.00105	0.00293
4	4	0.56712	121	0.30918	0.01103
3	4	1.10959	79	0.1265	0.01043
3	4	2.6137	490	0.20687	0.01909
4	4	1.93699	968	0.0169	0.00437
4	4	1.63014	1048	0.17981	0.00891
4	4	1.80274	382	0.61965	0.04639
1	2	0.89863	1140	0.40132	0.00975
4	4	1.35342	152	0	0.00997
2	2	1.97808	467	0.14286	0.00348
2	2	2.10685	540	0.09664	0.00366
1	2	1.98356	1404	0.57829	0.00226
2	3	2.1726	392	0.29354	0.06668
4	4	2.43562	215	0.38196	0.00935
5	7	2.0274	121	0.30918	0.01103
2	2	1.92055	643	0.18667	0.00835
3	4	1.98904	87	0.42509	0.01148
4	4	2.09863	1086	0.02315	0.00733
5	5	0.99452	937	0.01029	0.00326
2	2	2.67397	128	0.03409	0.00712
7	7	1.08219	1096	0.02205	0.01037
4	4	2.06301	193	0.3565	0.01543
4	4	1.80274	3	0.24312	0.00249
4	4	1.10685	760	0.10765	0.41871
3	3	0.61918	3	0.24312	0.00249
2	2	1.00548	615	0.01137	0.00458
4	5	2.6137	490	0.20687	0.01909
4	4	1.85479	622	0.42837	0.00244
3	3	1.87671	1429	0.05512	0.00255
3	3	1.04658	182	0.45534	0.01735
1	1	2.15342	1403	0.57829	0.002
4	4	0.86301	191	0.15267	0.02672
4	4	1.80274	382	0.61965	0.04639
4	4	1.02466	1075	0.00338	0.00339
4	4	1.18904	485	0.00625	0.00385
4	4	0.75068	653	0.07153	0.01048
3	3	1.04384	191	0.15267	0.02672
5	5	1.01644	1108	0.02913	0.00411
3	3	1.49315	1047	0.01102	0.00822
3	3	1.79178	531	0.24823	0.00331
5	5	0.56712	121	0.30918	0.01103
2	3	1.07945	204	0.42697	0.01364
1	2	1.8	785	0.10742	0.01126
3	3	2.47397	47	0	0.00088
3	3	1.79178	531	0.24823	0.00331
3	4	2.37808	1450	0.13525	0.0033
3	4	1.53425	1431	0.01102	0.00427
3	3	2.05205	1446	0.02021	0.00985
3	3	1.81096	1232	0.01323	0.00303
3	3	1.92329	475	0.34172	0.00203
3	4	1.90137	202	0	0.00176
1	3	2.39452	1019	0.04425	0.01161
3	4	1.37808	1358	0.01362	0.00557
3	3	2.1589	1439	0.62389	0.01172
3	3	2.18904	1478	0.3454	0.00837
3	3	1.02192	204	0.42697	0.01364
2	2	1.75068	356	0.00088	0.00432
3	3	1.93425	493	0.47615	0.01151
5	5	0.8	936	0.00735	0.00506
1	3	1.78904	908	0.1433	0.00367
3	3	1.27945	1295	0.41242	0.00239
2	3	1.86849	1413	0.0147	0.0042
3	3	1.02192	204	0.42697	0.01364
3	3	1.99726	1273	0.00191	0.00384
1	1	2.16712	757	0.05809	0.02041
3	4	2.03014	1451	0.13525	0.00161
4	4	0.56712	121	0.30918	0.01103
5	5	2.0274	121	0.30918	0.01103
3	3	1.84932	168	0.06567	0.04007
3	3	1.96438	407	0.22905	0.00712
2	2	1.92055	643	0.18667	0.00835
2	3	0.68493	1071	0.00338	0.00244
2	2	1.96438	531	0.24823	0.00331
2	2	0.93973	1378	0.00478	0.00244
2	4	2.1726	730	0.57801	0.09369
4	5	1.95616	1182	0.34998	0.15131
1	1	2.09041	1046	0.00551	0.00597
4	4	0.56712	121	0.30918	0.01103
4	4	1.87397	1259	0.3454	0.02564
3	3	2	1232	0.01323	0.00303
6	6	0.84384	821	0.02965	0.08156
4	4	0.82192	522	0.07656	0.01613
4	4	2.32055	1293	0.41242	0.00437
2	3	1.11507	1370	0.37308	0.00289
3	3	1.99726	1273	0.00191	0.00384
3	3	2.05479	1288	0.38962	0.00444
3	4	0.94521	392	0.29354	0.06668
4	4	1.20274	731	0.2129	0.06423
4	4	0.9863	1075	0.00338	0.00339
3	3	1.87123	190	0.37073	0.03301
3	3	1.53699	123	0.39775	0.01319
2	2	2.41096	1468	0.61423	0.00169
3	3	2.23836	1034	0.01911	0.01011
2	3	1.19726	38	0.04362	0.00936
3	3	0.86849	732	0.13649	0.08134
3	3	1.87671	475	0.34172	0.00203
3	3	1.87671	1429	0.05512	0.00255
3	3	0.9726	81	0.25301	0.00599
3	3	2.18356	317	0.01356	0.00193
3	4	1.66027	1155	0.44086	0.00148
2	3	1.01644	717	0.56919	0.00345
6	6	1.03562	1154	0.03674	0.0045
3	3	0.89863	485	0.00625	0.00385
3	3	1.94247	1244	0.07165	0.00422
4	4	1.01644	485	0.00625	0.00385
3	4	2.10685	547	0.20577	0.00482
4	4	0.9863	732	0.13649	0.08134
4	4	1.03288	829	0.02205	0.00554
2	2	1.92055	107	0.14549	0.00839
2	2	2.08767	134	0.00475	0.00509
3	3	1.03562	81	0.25301	0.00599
3	5	0.85479	187	0	0.00158
1	2	1.21918	1383	0.43342	0.00097
2	2	0.99452	204	0.42697	0.01364
3	3	2.2137	193	0.3565	0.01543
4	4	2.15616	1162	0.61841	0.00353
4	4	1.9589	1191	0.42697	0.87235
1	2	0.8274	72	0.29098	0.01368
4	4	0.7589	558	0.09712	0.01391
3	3	2.06849	152	0	0.00997
3	4	1.99726	215	0.38196	0.00935
3	4	2.5726	1321	0.49253	0.00199
4	4	2.13973	909	0.05146	0.00617
3	3	1.93973	1386	0.14965	0.01224
4	4	1.37808	757	0.05809	0.02041
4	4	1.37808	757	0.05809	0.02041
3	4	2	1294	0.3227	0.00374
3	3	2.67945	577	0.16094	0.03663
6	6	1.06301	72	0.29098	0.01368
3	3	1.99452	114	0.02177	0.00956
5	5	0.59452	773	0.0294	0.00963
4	4	0.56712	121	0.30918	0.01103
3	4	2.14247	1230	0.01029	0.00188
4	4	1.31781	1295	0.41242	0.00239
5	5	1.05753	721	0.4899	0.0031
3	3	0.86301	191	0.15267	0.02672
